4.734644591808319092e-01,5.265355110168457031e-01
4.805296063423156738e-01,5.194703936576843262e-01
4.904033243656158447e-01,5.095967054367065430e-01
4.801449775695800781e-01,5.198550820350646973e-01
4.719954133033752441e-01,5.280045866966247559e-01
4.788282215595245361e-01,5.211718082427978516e-01
4.856590032577514648e-01,5.143409967422485352e-01
5.007640719413757324e-01,4.992359876632690430e-01
4.742754995822906494e-01,5.257245302200317383e-01
2.897594273090362549e-01,7.102406024932861328e-01
2.982796430587768555e-01,7.017203569412231445e-01
4.714751541614532471e-01,5.285248756408691406e-01
4.996367990970611572e-01,5.003631711006164551e-01
3.091438412666320801e-01,6.908562183380126953e-01
4.921426773071289062e-01,5.078573822975158691e-01
2.976734936237335205e-01,7.023264765739440918e-01
4.914091825485229492e-01,5.085908174514770508e-01
3.100795447826385498e-01,6.899204850196838379e-01
5.044314861297607422e-01,4.955684840679168701e-01
4.912603795528411865e-01,5.087395906448364258e-01
2.902427613735198975e-01,7.097572088241577148e-01
2.936964929103851318e-01,7.063035368919372559e-01
2.855750918388366699e-01,7.144249081611633301e-01
3.102877736091613770e-01,6.897121667861938477e-01
5.007640719413757324e-01,4.992359876632690430e-01
3.181501030921936035e-01,6.818498969078063965e-01
4.742754995822906494e-01,5.257245302200317383e-01
4.732956588268280029e-01,5.267043113708496094e-01
4.924941658973693848e-01,5.075057744979858398e-01
3.101468086242675781e-01,6.898531913757324219e-01
3.717333674430847168e-01,6.282665729522705078e-01
3.428280055522918701e-01,6.571720242500305176e-01
4.126819968223571777e-01,5.873180031776428223e-01
2.855750918388366699e-01,7.144249081611633301e-01
5.113353133201599121e-01,4.886646866798400879e-01
2.768613398075103760e-01,7.231386303901672363e-01
3.094200193881988525e-01,6.905800104141235352e-01
4.662401378154754639e-01,5.337598323822021484e-01
4.253138303756713867e-01,5.746861696243286133e-01
5.007640719413757324e-01,4.992359876632690430e-01
4.790429770946502686e-01,5.209569931030273438e-01
4.756289720535278320e-01,5.243710279464721680e-01
3.077380359172821045e-01,6.922619938850402832e-01
4.752614200115203857e-01,5.247385501861572266e-01
4.790725409984588623e-01,5.209274888038635254e-01
3.405998945236206055e-01,6.594000458717346191e-01
4.906651675701141357e-01,5.093348026275634766e-01
3.020242452621459961e-01,6.979757547378540039e-01
5.007640719413757324e-01,4.992359876632690430e-01
4.790429770946502686e-01,5.209569931030273438e-01
4.844263195991516113e-01,5.155736207962036133e-01
4.864782691001892090e-01,5.135217308998107910e-01
3.190356194972991943e-01,6.809643507003784180e-01
4.235704541206359863e-01,5.764295458793640137e-01
5.007640719413757324e-01,4.992359876632690430e-01
2.977530062198638916e-01,7.022470235824584961e-01
4.205366373062133789e-01,5.794633626937866211e-01
4.259677529335021973e-01,5.740322470664978027e-01
5.037837028503417969e-01,4.962163269519805908e-01
4.739549756050109863e-01,5.260450243949890137e-01
4.817961454391479492e-01,5.182038545608520508e-01
4.690726101398468018e-01,5.309273600578308105e-01
4.931353628635406494e-01,5.068646669387817383e-01
3.323322236537933350e-01,6.676678061485290527e-01
2.999541163444519043e-01,7.000458836555480957e-01
4.895072877407073975e-01,5.104926824569702148e-01
4.714751541614532471e-01,5.285248756408691406e-01
4.748554527759552002e-01,5.251445174217224121e-01
4.253138303756713867e-01,5.746861696243286133e-01
4.738387763500213623e-01,5.261612534523010254e-01
4.971945881843566895e-01,5.028054714202880859e-01
4.775769412517547607e-01,5.224230885505676270e-01
3.032720088958740234e-01,6.967279911041259766e-01
4.753197133541107178e-01,5.246803164482116699e-01
4.714751541614532471e-01,5.285248756408691406e-01
3.166545331478118896e-01,6.833454370498657227e-01
4.817961454391479492e-01,5.182038545608520508e-01
4.719294607639312744e-01,5.280705094337463379e-01
3.029650747776031494e-01,6.970349550247192383e-01
4.928061366081237793e-01,5.071938633918762207e-01
4.878640174865722656e-01,5.121359825134277344e-01
4.730217158794403076e-01,5.269783139228820801e-01
5.007640719413757324e-01,4.992359876632690430e-01
3.052620589733123779e-01,6.947379708290100098e-01
4.787645339965820312e-01,5.212354660034179688e-01
2.959178984165191650e-01,7.040821313858032227e-01
4.714751541614532471e-01,5.285248756408691406e-01
2.956971526145935059e-01,7.043028473854064941e-01
4.598605036735534668e-01,5.401394963264465332e-01
3.003551661968231201e-01,6.996448636054992676e-01
2.997692525386810303e-01,7.002307176589965820e-01
2.927541136741638184e-01,7.072458863258361816e-01
4.817961454391479492e-01,5.182038545608520508e-01
2.999541163444519043e-01,7.000458836555480957e-01
4.846868515014648438e-01,5.153131484985351562e-01
4.949662983417510986e-01,5.050337314605712891e-01
5.007640719413757324e-01,4.992359876632690430e-01
3.012170493602752686e-01,6.987829804420471191e-01
4.775769412517547607e-01,5.224230885505676270e-01
4.959885179996490479e-01,5.040115118026733398e-01
4.817961454391479492e-01,5.182038545608520508e-01
4.598605036735534668e-01,5.401394963264465332e-01
4.817961454391479492e-01,5.182038545608520508e-01
4.950502216815948486e-01,5.049497485160827637e-01
4.714751541614532471e-01,5.285248756408691406e-01
4.747070074081420898e-01,5.252929925918579102e-01
5.050128698348999023e-01,4.949871301651000977e-01
4.756289720535278320e-01,5.243710279464721680e-01
5.007640719413757324e-01,4.992359876632690430e-01
2.894950807094573975e-01,7.105049490928649902e-01
4.776010513305664062e-01,5.223989486694335938e-01
4.765115380287170410e-01,5.234884619712829590e-01
4.976222217082977295e-01,5.023777484893798828e-01
4.259677529335021973e-01,5.740322470664978027e-01
4.775769412517547607e-01,5.224230885505676270e-01
4.749404489994049072e-01,5.250595211982727051e-01
2.935623228549957275e-01,7.064376473426818848e-01
4.742754995822906494e-01,5.257245302200317383e-01
5.007640719413757324e-01,4.992359876632690430e-01
4.805296063423156738e-01,5.194703936576843262e-01
4.910329580307006836e-01,5.089670419692993164e-01
4.523205161094665527e-01,5.476794838905334473e-01
4.739549756050109863e-01,5.260450243949890137e-01
3.077380359172821045e-01,6.922619938850402832e-01
3.032720088958740234e-01,6.967279911041259766e-01
2.933371365070343018e-01,7.066628336906433105e-01
3.086337745189666748e-01,6.913662552833557129e-01
4.772730171680450439e-01,5.227269530296325684e-01
5.007640719413757324e-01,4.992359876632690430e-01
5.115094184875488281e-01,4.884906113147735596e-01
4.904033243656158447e-01,5.095967054367065430e-01
4.928061366081237793e-01,5.071938633918762207e-01
5.007640719413757324e-01,4.992359876632690430e-01
4.775769412517547607e-01,5.224230885505676270e-01
3.001333177089691162e-01,6.998667120933532715e-01
4.814991354942321777e-01,5.185008645057678223e-01
4.931353628635406494e-01,5.068646669387817383e-01
3.181501030921936035e-01,6.818498969078063965e-01
3.003919124603271484e-01,6.996080875396728516e-01
4.690726101398468018e-01,5.309273600578308105e-01
5.117270946502685547e-01,4.882729351520538330e-01
4.842788875102996826e-01,5.157210826873779297e-01
2.931466996669769287e-01,7.068532705307006836e-01
4.259677529335021973e-01,5.740322470664978027e-01
4.906651675701141357e-01,5.093348026275634766e-01
4.438005089759826660e-01,5.561995506286621094e-01
3.029080033302307129e-01,6.970919370651245117e-01
4.790586829185485840e-01,5.209413170814514160e-01
5.007640719413757324e-01,4.992359876632690430e-01
3.086337745189666748e-01,6.913662552833557129e-01
4.928219318389892578e-01,5.071780681610107422e-01
4.817961454391479492e-01,5.182038545608520508e-01
4.739549756050109863e-01,5.260450243949890137e-01
5.007640719413757324e-01,4.992359876632690430e-01
5.007640719413757324e-01,4.992359876632690430e-01
3.091389834880828857e-01,6.908610463142395020e-01
