,avg_0,avg_1
0,0.46306345363457996,0.5487281084060669
1,0.4660469194253286,0.5462814271450043
2,0.4699388494094212,0.552728682756424
3,0.4690942068894704,0.5514310747385025
4,0.46187930305798847,0.5495345443487167
5,0.4666939775149027,0.5446155816316605
6,0.3672673205534617,0.6718569397926331
7,0.46621877451737714,0.5491506159305573
8,0.46633948882420856,0.5547036975622177
9,0.33683188507954276,0.7154953628778458
10,0.3121678307652473,0.7332770228385925
11,0.46221210559209186,0.5482778549194336
12,0.46410321692625683,0.5549016445875168
13,0.2749801675478617,0.7668872773647308
14,0.47312989830970764,0.5456343293190002
15,0.27506299689412117,0.7840922623872757
16,0.4320953289667765,0.6012515723705292
17,0.27331930398941034,0.7684621065855026
18,0.42740436891714734,0.6115435659885406
19,0.47162279983361566,0.5432757139205933
20,0.35014944026867545,0.684467539191246
21,0.25714720288912457,0.7870146036148071
22,0.3470910688241322,0.6818983256816864
23,0.2748571038246154,0.7667446881532669
24,0.37500984966754913,0.6679540574550629
25,0.28106031815210974,0.7597327530384064
26,0.429347296555837,0.6010901927947998
27,0.46338852743307746,0.5465133637189865
28,0.4618428746859232,0.5581739693880081
29,0.2755418221155802,0.7664095014333725
30,0.3057020405928294,0.7509238570928574
31,0.3733697732289632,0.6607577800750732
32,0.38253653049468994,0.651445597410202
33,0.31259768207867933,0.7290395051240921
34,0.4736028015613556,0.5453907549381256
35,0.26329141606887174,0.7889802008867264
36,0.2777251874407132,0.7630474418401718
37,0.45802816748619074,0.5523019880056381
38,0.38126722971598304,0.6609698534011841
39,0.46543555458386743,0.5514692068099976
40,0.46728351215521496,0.5431495010852814
41,0.46779592831929523,0.5463603138923645
42,0.26636890446146333,0.7828277349472046
43,0.46710025767485297,0.5433843731880188
44,0.4506778766711553,0.5709673315286636
45,0.29263072212537133,0.7538943737745285
46,0.4668987443049748,0.5453555732965469
47,0.30707114686568576,0.7373195141553879
48,0.46365404625733686,0.5534371733665466
49,0.4673587679862976,0.5537587255239487
50,0.4429329286019007,0.5932181626558304
51,0.4327224940061569,0.5990780889987946
52,0.2698575357596079,0.7736392468214035
53,0.3316820189356804,0.7243079245090485
54,0.45885227123896277,0.5819119065999985
55,0.35471487790346146,0.6793726533651352
56,0.3387949367364247,0.71230348944664
57,0.3874569684267044,0.6475073397159576
58,0.4557319084803263,0.5904144942760468
59,0.44647451241811115,0.5697681307792664
60,0.47060994803905476,0.5468276143074036
61,0.46052611867586773,0.5577737390995026
62,0.4579287966092427,0.5714267939329147
63,0.28960567712783813,0.7550933808088303
64,0.35082647204399103,0.6880200803279877
65,0.46547769010066986,0.5591963976621628
66,0.46159540116786957,0.5482778549194336
67,0.4639480859041214,0.5456819385290146
68,0.41421148677666975,0.6118650585412979
69,0.45855225622653956,0.5574851185083389
70,0.467483843366305,0.5463144928216934
71,0.4309737135966619,0.5994759202003479
72,0.2708439230918884,0.7755028754472733
73,0.4639441817998886,0.5579497814178467
74,0.46695730090141296,0.5494199991226196
75,0.27819712460041046,0.7631279677152634
76,0.46821541587511695,0.5424399375915527
77,0.37011990944544476,0.6660375893115997
78,0.27173855155706406,0.7713702768087387
79,0.47564102709293365,0.5382683426141739
80,0.46300659577051795,0.5632677674293518
81,0.46501217782497406,0.5557733029127121
82,0.47155423959096276,0.5463880151510239
83,0.3569588537017504,0.686493381857872
84,0.46848205228646594,0.540732130408287
85,0.2705153003334999,0.7783109247684479
86,0.46159540116786957,0.5482778549194336
87,0.27057900279760355,0.7773447781801224
88,0.4235871583223343,0.6048000454902649
89,0.2702351758877436,0.7746419608592987
90,0.33939433842897415,0.7114907801151276
91,0.35008008033037186,0.6845027804374695
92,0.4666964908440907,0.5436789095401764
93,0.35082647204399103,0.6880200803279877
94,0.46973975002765656,0.5468029528856277
95,0.45355075101057685,0.5642912238836288
96,0.47032908598581946,0.5516453385353088
97,0.27393194784720737,0.7745991945266724
98,0.4644775241613388,0.5460712760686874
99,0.46161219477653503,0.5737474709749222
100,0.4646084705988565,0.5503901541233063
101,0.4235871533552806,0.6048000305891037
102,0.46821541587511695,0.5424399375915527
103,0.4701796372731527,0.5451049953699112
104,0.45984513560930884,0.5558483004570007
105,0.46377296249071753,0.5572303682565689
106,0.45242455104986823,0.586130827665329
107,0.46411648392677307,0.5577686578035355
108,0.4643300771713257,0.551970511674881
109,0.30659783631563176,0.7388884127140045
110,0.46709277232487995,0.5422107428312302
111,0.46740766863028205,0.5530525296926498
112,0.4573811342318853,0.5611360222101212
113,0.38745695352554316,0.6475073546171188
114,0.46388443807760876,0.5606609433889389
115,0.45994686086972547,0.5681957602500916
116,0.33354810128609336,0.7591974437236786
117,0.4643093546231587,0.5453464686870575
118,0.4668478469053904,0.5504109412431717
119,0.4677491734425227,0.5440159738063812
120,0.4655769715706507,0.5644813627004623
121,0.400031899412473,0.6358695030212402
