5.502851009368896484e-01,4.497148990631103516e-01
5.469030141830444336e-01,4.530969858169555664e-01
3.888573646545410156e-01,6.111425757408142090e-01
4.814093410968780518e-01,5.185906887054443359e-01
5.345897674560546875e-01,4.654102623462677002e-01
5.039684772491455078e-01,4.960314631462097168e-01
5.192602872848510742e-01,4.807397127151489258e-01
2.466424405574798584e-01,7.533575892448425293e-01
5.039148330688476562e-01,4.960851073265075684e-01
4.904286563396453857e-01,5.095713138580322266e-01
5.312195420265197754e-01,4.687804281711578369e-01
5.352164506912231445e-01,4.647835195064544678e-01
4.613230824470520020e-01,5.386769175529479980e-01
2.434513866901397705e-01,7.565486431121826172e-01
4.601709246635437012e-01,5.398290753364562988e-01
5.469030141830444336e-01,4.530969858169555664e-01
4.724810421466827393e-01,5.275189280509948730e-01
2.442690283060073853e-01,7.557309865951538086e-01
5.469030141830444336e-01,4.530969858169555664e-01
7.587643265724182129e-01,2.412356585264205933e-01
4.770619869232177734e-01,5.229380130767822266e-01
5.492916107177734375e-01,4.507084190845489502e-01
4.601709544658660889e-01,5.398290753364562988e-01
4.601709544658660889e-01,5.398290157318115234e-01
5.545964241027832031e-01,4.454036056995391846e-01
5.645717978477478027e-01,4.354282021522521973e-01
4.890097379684448242e-01,5.109902620315551758e-01
4.601709246635437012e-01,5.398290753364562988e-01
5.039148330688476562e-01,4.960851073265075684e-01
5.179446935653686523e-01,4.820553660392761230e-01
3.238232135772705078e-01,6.761767864227294922e-01
2.593784332275390625e-01,7.406215667724609375e-01
5.141440033912658691e-01,4.858560264110565186e-01
4.601709544658660889e-01,5.398290753364562988e-01
5.742875337600708008e-01,4.257124364376068115e-01
2.777813076972961426e-01,7.222186923027038574e-01
4.814093410968780518e-01,5.185906887054443359e-01
5.564405322074890137e-01,4.435594379901885986e-01
4.641566276550292969e-01,5.358433127403259277e-01
5.073565840721130371e-01,4.926434457302093506e-01
4.730948209762573242e-01,5.269051790237426758e-01
5.093582868576049805e-01,4.906417429447174072e-01
5.479446649551391602e-01,4.520553350448608398e-01
5.039148330688476562e-01,4.960851073265075684e-01
4.724810421466827393e-01,5.275189280509948730e-01
4.741145968437194824e-01,5.258854031562805176e-01
2.424195110797882080e-01,7.575804591178894043e-01
4.601709544658660889e-01,5.398290753364562988e-01
5.469030141830444336e-01,4.530969858169555664e-01
2.466424405574798584e-01,7.533575892448425293e-01
2.594067752361297607e-01,7.405932545661926270e-01
4.996318221092224121e-01,5.003682374954223633e-01
4.761405587196350098e-01,5.238595008850097656e-01
4.814093410968780518e-01,5.185906887054443359e-01
4.758689403533935547e-01,5.241310596466064453e-01
4.043966829776763916e-01,5.956032872200012207e-01
5.099402666091918945e-01,4.900597035884857178e-01
3.194331526756286621e-01,6.805668473243713379e-01
