G120	G2	1
G137	G2	1
G84	G3	1
G120	G3	1
G141	G3	1
G168	G3	1
G194	G3	1
G158	G4	1
G43	G5	1
G120	G5	1
G171	G5	1
G100	G6	1
G121	G10	1
G120	G12	1
G120	G13	1
G171	G13	1
G133	G14	1
G134	G15	1
G136	G15	1
G98	G16	1
G126	G16	1
G136	G16	1
G170	G16	1
G33	G17	1
G21	G18	1
G104	G18	1
G120	G19	1
G171	G19	1
G8	G23	1
G13	G23	1
G165	G25	1
G2	G27	1
G57	G27	1
G120	G27	1
G128	G31	1
G84	G32	1
G120	G32	1
G136	G32	1
G176	G32	1
G182	G32	1
G84	G34	1
G13	G35	1
G143	G35	1
G195	G36	1
G165	G37	1
G182	G38	1
G120	G39	1
G84	G42	1
G71	G45	1
G120	G49	1
G171	G49	1
G74	G52	1
G136	G55	1
G187	G55	1
G27	G57	1
G120	G57	1
G39	G58	1
G120	G58	1
G187	G58	1
G120	G62	1
G132	G62	1
G120	G63	1
G136	G63	1
G186	G63	1
G78	G65	1
G14	G66	1
G136	G66	1
G83	G68	1
G84	G72	1
G141	G72	1
G187	G72	1
G194	G72	1
G120	G73	1
G142	G73	1
G12	G78	1
G52	G78	1
G120	G78	1
G36	G79	1
G85	G79	1
G141	G79	1
G194	G79	1
G88	G80	1
G120	G80	1
G78	G83	1
G121	G84	1
G79	G85	1
G134	G85	1
G141	G85	1
G194	G85	1
G120	G88	1
G35	G90	1
G120	G91	1
G141	G91	1
G194	G91	1
G78	G92	1
G79	G94	1
G135	G96	1
G120	G97	1
G84	G99	1
G126	G99	1
G129	G99	1
G133	G99	1
G136	G99	1
G84	G101	1
G110	G101	1
G141	G101	1
G194	G101	1
G173	G102	1
G75	G103	1
G18	G104	1
G71	G104	1
G121	G106	1
G110	G108	1
G16	G109	1
G116	G109	1
G120	G109	1
G122	G109	1
G170	G109	1
G182	G109	1
G96	G110	1
G86	G113	1
G120	G113	1
G16	G115	1
G70	G115	1
G77	G115	1
G78	G115	1
G120	G115	1
G122	G115	1
G136	G115	1
G141	G115	1
G159	G115	1
G170	G115	1
G194	G115	1
G100	G116	1
G5	G117	1
G120	G117	1
G59	G118	1
G64	G118	1
G16	G119	1
G49	G119	1
G70	G119	1
G77	G119	1
G78	G119	1
G120	G119	1
G122	G119	1
G136	G119	1
G141	G119	1
G159	G119	1
G170	G119	1
G194	G119	1
G171	G120	1
G84	G121	1
G120	G122	1
G141	G122	1
G194	G122	1
G31	G126	1
G99	G126	1
G120	G126	1
G128	G126	1
G129	G126	1
G50	G129	1
G84	G129	1
G99	G129	1
G120	G129	1
G121	G129	1
G126	G129	1
G133	G129	1
G136	G129	1
G171	G129	1
G121	G131	1
G136	G134	1
G96	G135	1
G120	G135	1
G20	G136	1
G129	G136	1
G171	G136	1
G120	G137	1
G84	G139	1
G176	G139	1
G110	G141	1
G194	G141	1
G51	G142	1
G120	G142	1
G91	G143	1
G175	G145	1
G177	G147	1
G84	G150	1
G120	G150	1
G176	G150	1
G120	G152	1
G121	G152	1
G171	G152	1
G84	G153	1
G134	G153	1
G80	G156	1
G84	G156	1
G120	G156	1
G44	G161	1
G88	G161	1
G122	G162	1
G136	G162	1
G112	G164	1
G120	G164	1
G37	G165	1
G52	G165	1
G120	G165	1
G171	G165	1
G179	G165	1
G1	G167	1
G41	G169	1
G120	G169	1
G171	G169	1
G81	G170	1
G120	G171	1
G141	G171	1
G194	G171	1
G102	G173	1
G145	G175	1
G11	G176	1
G84	G176	1
G110	G178	1
G37	G179	1
G52	G179	1
G120	G179	1
G165	G179	1
G171	G179	1
G8	G180	1
G110	G181	1
G120	G181	1
G84	G184	1
G101	G184	1
G120	G184	1
G63	G186	1
G100	G186	1
G120	G186	1
G136	G186	1
G110	G187	1
G126	G187	1
G42	G188	1
G136	G188	1
G120	G189	1
G161	G192	1
G120	G193	1
G141	G194	1
G76	G195	1
G120	G195	1
G76	G196	1
G84	G196	1
G120	G196	1
G110	G197	1
G149	G197	1
G38	G198	1
G182	G198	1
G95	G199	1
G95	G200	1
G120	G200	1
G171	G200	1
G1	G201	1
G65	G201	1
G78	G201	1
G119	G201	1
G48	G202	1
G43	G203	1
G103	G203	1
G120	G203	1
G121	G203	1
G141	G203	1
G194	G203	1
G8	G205	1
G32	G206	1
G84	G206	1
G120	G206	1
G44	G208	1
G71	G208	1
G57	G210	1
G120	G210	1
G194	G210	1
G10	G211	1
G109	G211	1
G13	G212	1
G100	G212	1
G121	G212	1
G133	G212	1
G171	G213	1
G187	G213	1
G24	G215	1
G138	G215	1
G182	G215	1
G15	G216	1
G187	G216	1
G84	G217	1
G121	G217	1
G141	G217	1
G194	G217	1
G110	G218	1
G83	G219	1
G171	G219	1
G84	G220	1
G92	G220	1
G95	G221	1
G100	G221	1
G75	G222	1
G121	G222	1
G4	G223	1
G138	G223	1
G57	G224	1
G115	G224	1
G119	G224	1
G84	G225	1
G179	G225	1
G182	G226	1
G35	G227	1
G120	G227	1
G84	G228	1
G176	G228	1
G110	G229	1
G59	G230	1
G82	G230	1
G84	G230	1
G92	G230	1
G187	G230	1
G120	G231	1
G138	G231	1
G141	G231	1
G194	G231	1
G120	G232	1
G171	G233	1
G50	G234	1
G120	G234	1
G5	G235	1
G43	G235	1
G95	G235	1
G120	G235	1
G171	G235	1
G195	G235	1
G75	G236	1
G121	G236	1
G17	G237	1
G78	G238	1
G120	G238	1
G86	G239	1
G120	G239	1
G195	G239	1
G78	G240	1
G136	G240	1
G34	G241	1
G43	G241	1
G120	G241	1
G13	G242	1
G95	G242	1
G136	G242	1
G13	G243	1
G12	G244	1
G78	G244	1
G110	G244	1
G141	G244	1
G144	G244	1
G194	G244	1
G43	G245	1
G70	G245	1
G120	G245	1
G191	G246	1
G83	G247	1
G37	G248	1
G52	G248	1
G72	G248	1
G165	G248	1
G37	G249	1
G4	G250	1
G39	G250	1
G66	G250	1
G121	G250	1
G144	G250	1
G160	G250	1
G171	G250	1
G176	G250	1
G32	G251	1
G84	G251	1
G120	G251	1
G121	G251	1
G141	G251	1
G194	G251	1
G84	G252	1
G128	G252	1
G22	G253	1
G48	G253	1
G68	G254	1
G84	G254	1
G120	G254	1
G121	G254	1
G156	G254	1
G171	G254	1
G69	G255	1
G141	G255	1
G194	G255	1
G58	G256	1
G120	G256	1
G171	G256	1
G120	G257	1
G78	G258	1
G4	G259	1
G127	G260	1
G84	G261	1
G160	G261	1
G176	G261	1
G78	G262	1
G187	G263	1
G37	G264	1
G52	G264	1
G100	G264	1
G165	G264	1
G171	G265	1
G84	G266	1
G115	G266	1
G119	G266	1
G143	G267	1
G84	G268	1
G121	G268	1
G88	G269	1
G171	G269	1
G84	G270	1
G112	G270	1
G136	G270	1
G167	G270	1
G171	G270	1
G121	G271	1
G130	G271	1
G131	G271	1
G121	G272	1
G136	G273	1
G41	G274	1
G120	G274	1
G137	G274	1
G84	G276	1
G101	G276	1
G110	G276	1
G141	G276	1
G194	G276	1
G110	G277	1
G42	G278	1
G141	G278	1
G194	G278	1
G167	G279	1
G11	G280	1
G84	G280	1
G115	G280	1
G119	G280	1
G144	G280	1
G160	G280	1
G176	G280	1
G49	G282	1
G96	G282	1
G120	G282	1
G135	G282	1
G136	G282	1
G169	G282	1
G141	G283	1
G194	G283	1
G84	G284	1
G173	G284	1
G8	G285	1
G136	G285	1
G38	G286	1
G128	G286	1
G182	G286	1
G84	G287	1
G51	G288	1
G120	G288	1
G142	G288	1
G191	G289	1
G15	G290	1
G84	G290	1
G129	G290	1
G1	G291	1
G141	G291	1
G194	G291	1
G78	G292	1
G84	G292	1
G120	G292	1
G121	G292	1
G150	G292	1
G171	G292	1
G176	G292	1
G84	G293	1
G116	G293	1
G141	G293	1
G171	G293	1
G176	G293	1
G194	G293	1
G59	G294	1
G120	G294	1
G161	G294	1
G171	G294	1
G192	G294	1
G14	G295	1
G158	G295	1
G48	G296	1
G115	G297	1
G119	G297	1
G171	G298	1
G187	G298	1
G10	G299	1
G113	G300	1
G120	G300	1
G13	G301	1
G37	G302	1
G52	G302	1
G100	G302	1
G165	G302	1
G120	G303	1
G141	G303	1
G171	G303	1
G194	G303	1
G163	G304	1
G141	G305	1
G187	G305	1
G194	G305	1
G48	G306	1
G91	G307	1
G95	G307	1
G16	G308	1
G98	G308	1
G121	G308	1
G170	G308	1
G182	G309	1
G19	G310	1
G121	G310	1
G141	G310	1
G194	G310	1
G53	G311	1
G163	G311	1
G156	G312	1
G182	G312	1
G76	G313	1
G120	G313	1
G44	G314	1
G11	G315	1
G84	G315	1
G111	G315	1
G164	G315	1
G16	G316	1
G109	G316	1
G116	G316	1
G120	G316	1
G122	G316	1
G170	G316	1
G182	G316	1
G11	G317	1
G101	G317	1
G110	G317	1
G141	G317	1
G194	G317	1
G136	G318	1
G11	G319	1
G42	G319	1
G58	G319	1
G101	G319	1
G110	G319	1
G141	G319	1
G194	G319	1
G4	G320	1
G12	G320	1
G36	G320	1
G120	G321	1
G136	G321	1
G171	G321	1
G174	G322	1
G91	G323	1
G120	G323	1
